date,visitors,year,month,day,day_of_week,is_weekend
2025-12-18,20043,2025,12,18,목,False
2025-12-19,21214,2025,12,19,금,False
2025-12-20,31228,2025,12,20,토,True
2025-12-21,29327,2025,12,21,일,True
2025-12-22,19165,2025,12,22,월,False
2025-12-23,20216,2025,12,23,화,False
2025-12-24,16775,2025,12,24,수,False
2025-12-25,29132,2025,12,25,목,False
2025-12-26,29218,2025,12,26,금,False
2025-12-27,31854,2025,12,27,토,True
2025-12-28,34578,2025,12,28,일,True
2025-12-29,26423,2025,12,29,월,False
2025-12-30,26236,2025,12,30,화,False
2025-12-31,32105,2025,12,31,수,False
